名字,开放时间,评分,建议游玩时间,门票,来源城市
"狮山公园Shishan Park","全年 全天开放",4.5,1.5,8,南宁
"广西龙虎山风景区Longhushan Nature Reserve","8:30-17:30",4.4,3.5,55,南宁
"良凤江国家森林公园Liangfengjiang National Forest Park","9:00-17:00",4.1,3.5,15,南宁
"民族文物苑Nationality Antique Yuan","全年 08:30-17:30",4.5,1,8,南宁
"广西壮族自治区博物馆Guangxi Zhuang Autonomous Region Museum","1/1-12/31 周二-周日 09:00-17:00;1/1-12/31 周一 全天不开放",4.5,2.5,6,南宁
"伊岭岩Yiling Cave","2020年4月24日起周一至周日8：30——16：45",4.4,2,50,南宁
"大王滩景区Daiwangtan Sceneic Area","8:00-18:00",3.8,12,5,南宁
"金伦洞Mashan Jinlundong","全年 9:00-17:00",4.2,2,90,南宁
"南宁海底世界Seabed World","9:00-17:30",4.4,2.5,45,南宁
"南宁人民公园Nanning People's Park","全年 6:00-22:00",4.5,2,6,南宁
"昆仑关Kunlun Pass","景区营业时间9:00-17:00    博物馆开放时间：9:00-16:30（周一闭馆，周二至周日开馆）",4.5,1.5,6,南宁
"凤凰谷景区Phoenix Valley Scenic Area","8:00-17:30",4.3,3.5,35,南宁
"起凤山Qifeng Mountain","9:00-17:00",4.1,5,7.9,南宁
"六景泥盆系剖面liujingnipenxipoumian","8：00-17：00",4.7,2.5,10,南宁
"左文羊岩zuowenyangyan","全天",4.6,2,0,南宁
"滕王阁Tengwang Pavilion","全年 08:00-18:30",4.6,1.5,88,南昌
"南昌奇幻解压馆Nanchang Fantasy Decompression Pavilion",,4.2,2,29.9,南昌
"绳金塔Shengjin Tower","全年 08:30-17:00",4.4,1,10,南昌
"八一起义纪念馆Nanchang August-1st Memorial Museum","周二-周日9:00-11:30，13:00-17:00，入馆验证时间9:00-11:30，13:00-16:30，周一闭馆。",4.6,1.5,268,南昌
"梅岭国家级风景名胜区Meiling National Scenic Area","各景区每日营业时间为8：30-17：00",4.5,3.5,36,南昌
"洪崖丹井景区Hongyadan Well Scenic Area","8:00-17:00",4.3,1.5,15,南昌
"梅岭竹海明珠Meiling Zhuhai Pearl","全年 08:30-17:00",4.1,3,35,南昌
"江西省博物馆（新馆）Jiangxi Provincial Museum","全年 周五,周日 12:00-16:00;全年 周一-周四 10:00-16:00",4.2,1.5,278,南昌
"朱德旧居Zhu De's Former Residence","全年 8:00-18:00",4.7,1,2,南昌
"凤凰沟Fenghuanggou","10/9-4/30 08:00-17:00;5/1-10/8 08:00-17:30",4.4,12,39.5,南昌
"八一广场Bayi Square","全年 全天开放",4.6,1.5,1,南昌
"青山湖风景区Qingshan Lake Scenic District","全年 全天开放",4.6,3,0,南昌
"八一公园Bayi Park","全年 全天开放",4.5,1.5,198,南昌
"佑民寺Youmin Temple","全年 9:00-18:00",4.6,1,2,南昌
"厚田沙漠Houtian Desert","8:30-17:00",3.9,2.5,24,南昌
"八大山人纪念馆Bada Shanren Memorial Hall","全年 周二-周日 09:00-17:00;全年 周一 全天不开放",4.5,1.5,20,南昌
"洪崖丹井","9:00-17:00",3.8,1,15,南昌
"天香园Tian Xiang Garden","全年 周日 10:00-20:00;全年 周一 12:00-20:00;全年 周二-周四 15:00-20:00;全年 周五 12:00-23:00;全年 周六 10:00-00:00",4.2,2.5,1,南昌
"安义古村Anyi Village","8:30-18:00；最晚入园时间：17:00。",4.3,3.5,57.2,南昌
"梅岭狮子峰Meiling Lion Peak","全年 08:00-17:00",4.3,1.5,36,南昌
"八一南昌起义总指挥部旧址","8:00-17:30",4.4,0.5,0,南昌
"赣江市民公园Ganjiangshimin Park","全年 全天开放",4.6,1,0,南昌
"南昌海洋公园Nanchang Ocean Park","8:30-17:00；最晚入园时间16:00。",4.4,2.5,120,南昌
"方志敏烈士墓Fang Zhimin Cemetery",,4.2,12,4,南昌
"翠岩禅寺Cuiyan Temple","具体开放时间请咨询景区",4.7,1,5,南昌
"南昌动物园Nanchang Zoo","8:30-18:30",4,2.5,76,南昌
"洪崖书画院Hongya Painting and Calligraphy Institute","8:00-20:00",4.8,1,10,南昌
"红谷滩新区Honggutan New Area","全天",4,2.5,0,南昌
"汪山土库Wangshan Tuku","9:00-17:00",4.5,1.5,6,南昌
"人民公园Renmin Park","全年 全天开放",4.5,1.5,7,南昌
"八大山人梅湖景区Badashan Renmeihu Sceneic Area","全年 全天开放",4.4,2.5,5,南昌
"林彪别墅Lin Biao's Villa","全天",4.7,1,0,南昌
"怪石岭Guaishiling","全天开放",4.5,4,43,南昌
"南通森林野生动物园Nantong Senlin Yesheng Zoo","全年 09:00-17:00",4.7,2,425,南通
"黄金海滩Golden Beach","全年 08:30-17:30",4.4,2.5,7,南通
"碧海银沙（恒大海上威尼斯酒店）Bihai Silver Sand (Venice Hotel on the Sea)","全年 周一-周四 08:30-19:00;全年 周五-周日 08:30-19:30",4.2,12,62,南通
"狼山风景区Lang Mountains Scenic Area","东大门：08：30--16:30 南大门：08：30--16:30 北大门：07：30--16:30",4.5,2,63,南通
"濠河风景名胜区Haohe Scenic Area","景区全天开放。游船时间：9:30、14:30、18:45（周六、周日及法定节假日）；每周一及除夕不开班。",4.6,3,54,南通
"南通洲际绿博园Nantong Intercontinental Green Expo","5月1日-9月30日 7:30-18:00；10月1日-次年4月30日 8:00-17:30；夜场时间16:30-21:30",4.6,2.5,74.1,南通
"南通海底世界Nantong Ocean World","周一至周五 09：00—17：00 周六至周日 08：30—17：00",4.3,3.5,108.9,南通
"水绘园Shuihuiyuan Park","8:00-17:30",4.7,2.5,9,南通
"啬园Sik Park","8:30-17:00",4.8,1.5,18,南通
"蛎岈山国家海洋公园Liyashan National Marine Park","全年 8:00-17:30",4.5,72,20,南通
"张謇文化旅游景区Zhang Jian Memorial Hall","周二-周日9:00-17:00（16:30停止入馆），每周一闭馆（国家法定节假日除外）。",4.5,2,68,南通
"南通博物苑Nantong Museum","园林景观：春、夏季（4月1日-10月31日）5:30-18:00（17:30停止进园）；秋、冬季（11月1日-次年3月31日）5:30-17:00（16:30停止进园）；室内陈列：周二-周日9:00-17:00（16:30停止入馆），周一闭馆（法定节假日除外）。",4.5,1.5,50,南通
"剑山The Sword Mountain","8:00-17:00",4.6,2.5,5,南通
"南通大学Nantong University","全年 全天开放",4.8,2.5,0,南通
"定慧禅寺Dinghui Zen Temple","全年 5:00-17:00",4.7,1.5,7,南通
"吕四风情区Lusi Fengqing District","全年 全天开放",4.1,2.5,7,南通
"苏中七战七捷纪念馆Suzhong Seven Battle Seven Victory Memorial Hall","全年 09:00-11:30,14:00-17:00",4.6,1,20,南通
"南通园艺博览园Nantong Horticultural Expo Park","北门：6:00-16:30（其中1月、11月、12月开放时间为6:30-16:30），南门、东门7:30-16:30；网上预定游客入园时间：8:30-16:30。",4.6,2.5,7,南通
"南阳卧龙岗武侯祠Nanyang Wuhou Temple","8:00-18:00",4.4,3.5,45,南阳
"七峰山生态旅游区Qifeng Mountain Ecological Tourism Area","7:00-17:30",4.1,12,60,南阳
"老界岭旅游度假区Laojie (Old Boundary) Ridge","全年 08:00-17:30",4.5,12,300,南阳
"南阳府衙District Magistrate Office in Nanyang","8:00-18:00",4.4,3.5,36,南阳
"山陕会馆Sheqi Shanxi and Shaanxi Hall","全年 8:00-18:00",4.4,2.5,6,南阳
"内乡县衙Neixiang County Yamen (Administrative office or residence of the local official in imperial China)","8:00-17:00",4.5,1.5,75,南阳
"花洲书院Nanyang Huazhou Academy","冬季8:00-17:30，夏季8:00-18:00。",4.7,1.5,24.7,南阳
"桐柏山淮源风景区Tongbaishan Huaiyuan Scenic Spot","8:00-18:00",4.4,1,55,南阳
"五道幢Wudaozhuang Ticket Office","8:00-17:00",4.2,12,60,南阳
"宝天曼生态旅游区Baotianman Ecological Tourism Area","8：00--18：00",4.5,2.5,90,南阳
"南阳五朵山Nanyang Wuduo (Five) Mountain Scenic Area","8:00-18:00",4.1,4,9,南阳
"伏牛地下河Funiu Underground River","7:00-19:00",4.3,2,60,南阳
"老鹳河漂流风景区","8:00-17:00",5,2,168,南阳
"老界岭滑雪场Laojieling Ski Resort","12月15日-次年3月8日8:00-18:00；现暂停营业，具体开放时间以景区公告为准或电话咨询景区。",3.8,3.5,30,南阳
"寺山国家森林公园Sishan National Forest Park","全年 6:30-18:00",4,1.5,50,南阳
"赛里木湖Sayram Lake","全年 10:00-20:00",4.7,108,144.6,博尔塔拉
"怪石峪风景区Valleys of Fantastic Rocks Scenic Area","01/01-12/31 09:00-20:00",4.5,3.5,48,博尔塔拉
"精河生态园Jinghe Ecological Park",,5,3,0,博尔塔拉
"曾厝垵Zeng Cuo An Village","全天开放",4.4,108,60,厦门
"鼓浪屿Gulangyu Island","全天开放；游客登岛时间跟随游船发船时间。",4.4,108,50,厦门
"环岛路Huandao Road","全天开放",4.7,3.5,60,厦门
"中山路步行街Zhongshan Road Pedestrian Street","全天开放",4.5,1.5,62,厦门
"白城沙滩Baicheng Beach","全天开放",4.6,2.5,23,厦门
"厦门园林植物园Xiamen Botanical Garden","6:30-18:00；内部景点开放时间不一致，详情见景区公示。",4.6,3.5,30,厦门
"椰风寨Yefeng Village","周一到周五 10:00-17:30，周六-周日9:30-18:30",4.4,72,79,厦门
"厦门双子塔Xiamen Twin Towers","全天开放，内部景点开放时间详见景区公示。",4.3,1.5,55,厦门
"集美学村Jimeixue Village","全天开放",4.7,4.5,299,厦门
"钟鼓索道Zhonggu Cableway","8:30-17:30",4.6,2,80,厦门
"日光岩Sunlight Rock","10/1-5/31(冬令时) 08:00-17:30",4.6,1,50,厦门
"沙坡尾艺术西区Shapowei Art Zone West District","全年 全天开放",4.4,2.5,299,厦门
"沙坡尾避风坞Shapowei Wind Shelter","全年 全天开放",4.3,1.5,299,厦门
"厦门园林博览苑Xiamen Horticultural Expo Garden","4/1-10/31 07:30-19:00;11/1-3/31 07:30-18:00",4.5,72,2,厦门
"海湾公园Bay Park","全年 全天开放",4.7,2,139,厦门
"厦门海底世界Xiamen Underwater World","04/01-10/31 08:00-21:00;11/01-03/31 08:00-18:30",4.1,2.5,107,厦门
"厦门科技馆Xiamen Science and Technology Museum","7/23-12/31 周二-周日 09:00-17:00",4.6,4.5,99,厦门
"猫咪博物馆Cat Museum","全年 11:30-20:00",4.2,2,0,厦门
"菽庄花园Xinzhuang Garden","6/1-9/30 08:00-18:00;10/1-5/31 08:00-17:30",4.6,1,30,厦门
"海沧湾公园Haicangwan Park","全天开放",4.8,2.5,258,厦门
"东坪山公园Dongping Mountain Park","全天",4.3,2.5,0,厦门
"五缘湾湿地公园Wuyuanwan Wetland Park","全天开放",4.7,1.5,55,厦门
"风琴博物馆Organ Museum","10/1-5/31(冬令时) 08:15-17:45",4.5,1,15,厦门
"观音山Mount Guanyin","全年 全天开放",4.5,1.5,0,厦门
"鼓浪屿食物狂想馆Kulangsu Wonder Food Museum","周一-周日：10:00-22:00",4.8,2,68,厦门
"胡里山炮台Hulishan Fort","10月1日至次年5月31日08:00-17:30，6月1日至9月30日 08:00-18:00",4.6,1.5,23,厦门
"海天堂构Sea paradise","全年 08:30-15:30",4.7,1,74.5,厦门
"钢琴博物馆Piano museum","10/1-5/31(冬令时) 08:00-17:30",4.6,1.5,129,厦门
"皓月园Haoyue Garden","10/1-5/31(冬令时) 08:00-17:30",4.5,1,10,厦门
"笔山洞Bishan Cave","全天开放",4.2,0.3,0,厦门
"嘉庚公园Jiageng Park","5:30-22:30；预约入园，详情可提前电话咨询或查看集美鳌园官网。",4.6,2,0.5,厦门
"厦门青少年天文科技馆Xiamen Youth Astronomy Science & Technology Museum","全年 9:00-18:00",4.8,12,99,厦门
"英国领事馆旧址",,3,1,129,厦门
"同安影视城Xiamen Tong'An Movie & TV City","8:00-17:20",4.2,12,39.9,厦门
"演武大桥Yanwu Bridge","全年 全天开放",4.6,0.4,299,厦门
"协和礼拜堂Union Church","全天开放",4.4,1.5,129,厦门
"笔山公园Bishan Park","全天开放",4.2,0.25,0,厦门
"内厝澳路","全天",5,1,0,厦门
"金瓜楼Golden Melon Villa","全天开放",4.5,0.5,0,厦门
"厦门老院子景区Xiamen Old Courtyard Scenic Spot","01/01-12/31 09:00-18:00",4.2,4,299,厦门
"翠丰温泉","温泉公园开园时间：周一-周五11:00-24:00，周六、周日及公众假期9:30-次日0:30。",4.2,3,168,厦门
"海上明珠观光塔Sea Pearl Tourist Tower","夏令时（4月-10月）参观时间8:00-21:00（20:00停止售票），冬令时（11月-12月、1月-3月）参观时间8:00-19:00（18:30停止售票）。",4.5,1.5,50,厦门
"大嶝岛Dadeng Island","全年 全天开放",3.3,4.5,19,厦门
"万国建筑博览World Architecture Expo","全天开放",4.6,3.5,48,厦门
"郑成功纪念馆Zheng Chenggong Memorial Hall","周二-周日8:30-16:45，16:30停止入场，周一闭馆。",4.6,1.5,129,厦门
"帷幕开啦红地毯蜡像艺术馆Red Carpet Wax Museum","全年 08:30-20:00",4.4,2.5,78,厦门
"鼓浪屿名人蜡像馆Gulangyu Celebrity Wax Museum","01/01-12/31 08:00-18:00",4.4,2.5,68,厦门
"三一堂Trinity Church","景区暂时停业，详情请以景区公示为准；原开放时间：只有做礼拜时才开放，一般为周日9:00-10:30；其余时间不对外开放。",4.4,1,6,厦门
"龙山洞Longshan Cave","全天开放",4.1,0.25,0,厦门
"东方鱼骨艺术馆Oriental Fish Bone Gallery","全年 全天开放",4.7,0.75,60,厦门
"毓园Yu Garden","8:00-17:30",4.6,1.5,79,厦门
"《闽南神韵》演出Min Nan Shen Yun Performance","周二-周日19:30-20:40。",4.1,1.2,180,厦门
"钢琴码头The Piano Dock","全天开放",4.6,0.15,0,厦门
"鳌园Turtle Garden","10月1日-次年5月31日8:00-17:30，6月1日-9月30日8:00-18:00。",4.5,1,20,厦门
"龙舟池The Lake of Dragon Boat","全年 8:00-18:00",4.5,1,328,厦门
"厦门市博物馆Xiamen City Museum","全年 周二-周日 09:00-17:00;全年 周一 全天不开放",4.4,1.5,30,厦门
"海沧大桥Haicang Bridge","全年 全天开放",4.6,0.75,60,厦门
"鼓浪屿龙头路","全天",4.6,2,1,厦门
"双鸭山市博物馆Shuangyashanshi Museum","8:30-11:30 13：00-15：30（周一全天、周三下午闭馆）",4.8,2.5,0,双鸭山
"北大荒农机博览园Beidahuang Agricultural Machinery Expo Park",,4.3,2,5,双鸭山
"神仙居Shenxianju","8:00-17:00；详情以景区公示为准。",4.5,3.5,99,台州
"天台山风景区Tiantai Mountain Scenic Spot","全年 周一,周三-周四,周日 10:00-17:00;全年 周二 12:00-19:00",4.6,12,50,台州
"国清景区Guoqing Scenic Area","7:30-16:00",4.7,1.5,12,台州
"石塘Shitang Town","夏季（4月1日-10月31日）7:30-17:00；冬季（11月1日-次年3月31日）8:00-16:30。",4.5,144,3,台州
"台州府城文化旅游区Taizhou Fucheng Cultural Tourism Zone","7:00-17:30",4.6,2.5,8,台州
"东湖（台州府城）Donghu Lake","全年 07:00-18:00;全年 07:00-17:00",4.5,2.5,45,台州
"蛇蟠岛Shepan Island","周一-周五8:00-16:00，周六、周日8:00-17:00，其中小景点开放时间详见景区公示。",4.4,12,80,台州
"石梁飞瀑Shiliang Waterfall","8:00-16:00",4.7,3,50,台州
"长屿硐天Changyu Stone Cave","10/8-4/30 08:00-16:30;5/1-10/7 07:30-17:00",4.4,12,104,台州
"景星岩Xianju Jingxing Cliff Scenic Spot & Historical Site","8:00-17:00，具体开放时间以景区现场公示为准。",4.2,324,50,台州
"永安溪漂流Yongan River Drifting","5/1-9/30(夏令时) 08:00-17:00;10/1-4/30(冬令时) 08:00-16:30",4.2,2.5,72,台州
"琼台仙谷Taizhou Qiongtai Xiangu Scenic Resort","全年 08:00-16:00",4.6,3.5,55,台州
"淡竹休闲谷Danzhu Leisure Valley","8:00-16:30",4.1,5,44.9,台州
"大鹿岛Dalu Island","7:30-17:30",4.2,4.5,40.5,台州
"天台山大瀑布Tiantai Mountain Waterfall","全年 08:00-17:00",4.4,2,100,台州
"滑泥公园Huani Park","全年周一-周五8:00-16:00，周六、周日8:00-17:00；5月1日-10月15日开放时间：8:00-16:00，实际以当天的退涨潮时间表为准。",4.2,2,50,台州
"野人洞","周一-周五：8:00-16:00，周六、周日：8:00-17:00。",4,3,60,台州
"高明寺Gaomingsi","全年 09:00-17:00",4.5,1,0,台州
"温岭方山景区Wenling Fangshan Scenic Area","8:00-16:30",4.7,12,32,台州
"皤滩古镇Potan Ancient Town","8:00-16:10",4,2.5,32,台州
"华顶国家森林公园Huading National Forest Park","7:30-17:00",4.3,3,40,台州
"赤城山Chicheng Mountain","8:00-16:00",4.2,1.5,14.9,台州
"九峰公园Jiufeng Park","全年 周一-周五 8:30-17:00;全年 周六-周日 8:00-17:30",4.5,1,0,台州
"三河古镇Sanhe Ancient Town","全天开放，内部小景点大致营业时间8:00-17:00",4.7,12,0.1,合肥
"海棠花海Crabapple Flower Sea","9:00-18:00",3.3,2.5,26.9,合肥
"李鸿章故居Li Hongzhang Memorial Residence","全年 周日 07:00-14:00;全年 周一-周五 10:00-17:00;全年 周六 10:00-19:00",4.6,1.5,0.3,合肥
"逍遥津公园Xiaoyaojin Park","全年 10:00-18:00",4.4,2.5,6,合肥
"岱山湖Daishan Lake","8:00-17:30",4.2,2.5,35,合肥
"合肥海洋世界Hefei Ocean World","7/1-8/31 周一-周四 08:30-17:00;7/1-8/31 周五-周日 08:30-21:00;9/1-10/25 08:30-17:00;10/26-2/25 09:00-16:30;2/26-6/30 08:30-17:00",4.6,4.5,155,合肥
"明教寺Mingjiao Temple","全年 6:30-18:00",4.2,2,7,合肥
"合肥植物园Hefei Arboretum","夏秋（6月1日-11月30日）8:00-18:00；冬春（12月1日-次年5月31日）8:00-17:30。",4.5,3,6,合肥
"三国遗址公园Three Kingdoms Site Park","8:30-18:00；最晚取票入园时间截至17:00。",4.1,4.5,25,合肥
"环城公园Hefei Huancheng Park","全天开放",4.5,3.5,0,合肥
"中国科学技术大学University of Science and Technology of China","全年 周一-周四,周日 09:30-16:00",4.7,2.5,10,合肥
"清风阁Qingfeng Pavilion","夏季（5月1日-9月30日）8:00-17:00；冬季（10月1日-次年4月30日）8:00-18:00",4.4,1.5,40,合肥
"合肥野生动物园Hefei Wild Animal Park","8:00-18:00",4.3,12,45,合肥
"中隐于市","全天",3.7,0.5,0,合肥
"茨坪毛泽东同志旧居","8:00-17:00",4.3,1,5,吉安
"井冈山Jinggang Mountain","2/16-11/15 08:00-17:00;11/16-2/15 08:00-16:30",4.6,144,160,吉安
"井冈山革命博物馆Jinggang Mountain Revolution Museum","周二-周日8:00-17:00 (16:30停止入馆)，周一闭馆。",4.7,1.5,0,吉安
"龙潭景区Longtan Waterfall, Jinggang Mountain","全天开放",4.3,2,160,吉安
"富田景区Futian Scenic Area","8:30-17:30",4.5,12,70,吉安
"燕坊古村Yanfang Ancient Village","全年 8:00-18:00",4.1,12,40,吉安
"杜鹃山(笔架山)Rhododendron Hill (Bijia Hill)","景区停止营业",4.7,12,156,吉安
"五指峰景区","旺季（2月16日-11月15日）：8:00-17:00,吉安
 淡季（11月16日-2月15日）：8:30-16:30",5,3,1,吉安
"领袖峰Lingxiufeng","全天",4.5,12,50,吉安
"石燕洞Shiyan Cave","全年 8:00-16:00",3.9,1,60,吉安
"青原山Qingyuan Mountain","因自然环境暂时停业，原开放时间：9:00-17:00，16:30停止入场。",4.5,3.5,15,吉安
"文天祥纪念馆Wentianxiang Memorial Hall","全年 周二-周日 8:30-17:00",4.4,1,0,吉安
"桐木岭景区Tongmuling Scenic Area","8：00-16：00",4.7,12,156,吉安
"新干大洋洲商代青铜博物馆Dayangzhou Shang Dynasty Bronzes Museum","全年 周二-周日 09:00-16:00;全年 周一 全天不开放",4.3,1,20,吉安
"安福武功山Anfu Wugong Mountain","全年 08:00-17:30",4.4,108,90,吉安
"峡江县博物馆Xiajiangxian Museum","全年 周二-周日 8:00-12:00,14:30-17:30",1,2.5,0,吉安
"吉林松花湖风景名胜区Songhua Lake Scenic Spot (Jilin)","6:00-17:30",4.5,4,10,吉林市
"官马溶洞Guanma Cave","4/1-11/30 周一-周五 08:00-16:30;4/1-11/30 周六-周日 08:00-17:00",4.2,1.5,60,吉林市
"北山公园North Hill Park","全年 全天开放",4.6,1.5,6,吉林市
"神农温泉度假村Shennong Hot Spring Resort","温泉开放时间8:30-20:30，其中小景点及项目时间详见景区公示。",4.5,12,69.9,吉林市
