名字,开放时间,评分,建议游玩时间,门票,来源城市
"热海大滚锅Dagunguo Scenic Resort","包含在火山热海风景区内，火山热海风景区全天开放，内部景点以景区现场公示为准。",4.7,3.5,"{'腾冲热海旅游区门票成人票\n\n': ['¥50起'], '腾冲火山群门票+热海景区门票+热海温泉【美女池温泉（自助餐）/浴谷温泉（大滚锅饵丝）】+电瓶车套票成人票\n\n': ['¥280起'], '腾冲火山群门票+热海景区门票+热海温泉【美女池温泉（自助餐）/浴谷温泉（大滚锅饵丝）】+电瓶车套票老人票\n\n': ['¥169起']}",保山
"樱花谷景区Yinghuagu Sceneic Area","8:00-18:30，具体开放时间详见景区公示。",4.2,4.5,"60元",保山
"云峰山Clouds Peak Mountain","8:00-18:00，具体开放时间详见景区公示。",4.4,2,"{'云峰山双程索道票成人票\n\n': ['¥158起'], '云峰山门票+电瓶车票+双程索道票成人票\n\n': ['¥203起'], '云峰山门票+双程电瓶车票+单程索道票成人票\n\n': ['¥138起']}",保山
"野鸭湖","全天",5,1.5,"免费",保山
"腾冲原乡栖花岭景区Tengchong Yuan Xiang Qihualing Sceneic Area","全年9:30-18:30",4.5,2.5,"{'腾冲原乡栖花岭景区大门票成人票\n\n': ['¥28起'], '腾冲原乡栖花岭景区门票+观光车票大小同价\n\n': ['¥43起']}",保山
"洗衣亭Xiyi Pavilion","全年 9:00-18:00",4.6,0.4,"包含于和顺古镇景区，通用和顺古镇景区门票。",保山
"滇西抗战纪念馆Dianxikangzhan Memorial Hall","周一闭馆，周二-周五，周六、周日9:00-17:00。",4.8,1.5,"{'腾冲热海+抗战纪念馆+国殇墓园+叠水河+和顺古镇小团一日游\n\n': ['¥289起'], '【实惠包车游】云南腾冲订制包车一日游（景区任选 上门接送）\n\n': ['¥448起'], '【双海游记】腾冲热海景区+北海湿地+天然温泉一日游\n\n': ['¥279起']}",保山
"和顺龙潭Heshun Long Pond","全年 全天开放",4.6,0.35,"包含于和顺古镇景区内，通用和顺古镇景区80元门票。",保山
"和顺图书馆Heshun Library","具体开放时间请咨询景区",4.5,1.5,"{'和顺古镇门票成人票\n\n': ['¥55起'], '和顺柏联温泉门票成人票\n\n': ['¥236起'], '和顺柏联温泉门票儿童票\n\n': ['¥149起']}",保山
"银杏村Yinxing Village","8:20-19:00",4.2,2.5,"{'银杏村门票成人票\n\n': ['¥30起'], '腾冲江东银杏村电子导览服务大小同价\n\n': ['¥7起'], '【实惠包车游】云南腾冲订制包车一日游（景区任选 上门接送）\n\n': ['¥448起']}",保山
"艾思奇纪念馆Aisiqi Memorial Hall","8:00-20:00，具体开放时间详见景区公示。",4.4,1.5,"{'和顺古镇门票成人票\n\n': ['¥55起'], '和顺古镇门票+和顺柏联温泉套票成人票\n\n': ['¥288起'], '和顺柏联温泉门票成人票\n\n': ['¥236起']}",保山
"元龙阁Yuanlong Pavilion","全年 全天开放",4.5,0.75,"{'和顺柏联温泉门票成人票\n\n': ['¥236起'], '和顺柏联温泉门票儿童票\n\n': ['¥149起'], '和顺柏联温泉门票双人票\n\n': ['¥465起']}",保山
"寸氏宗祠Inch Ancestral Hall","7:00-18:00",4.4,0.75,"{'和顺古镇门票成人票\n\n': ['¥55起'], '和顺古镇门票+和顺柏联温泉套票成人票\n\n': ['¥288起'], '和顺柏联温泉门票成人票\n\n': ['¥236起']}",保山
"高黎贡山国家级自然保护区Gaoligongshan National Nature Reserve","全年 全天开放",4.7,2,"{'高黎贡山自然保护区电子导览票大小同价\n\n': ['¥7起']}",保山
"怀胎井Pregnancy Well","全年 8:30-17:30",4.5,1.5,"免费",保山
"刘氏宗祠Liu’s Memorial Temple","全年 09:00-18:00",4.5,1.5,"包含在和顺古镇景区，通用顺古镇景区门票。",保山
"滇缅抗战博物馆Dianmian Anti-Japan War Museum","7:00-19:00，景区内景点开放时间详见现场公示。",4.6,1.5,"包含在和顺古镇景区，通用和顺古镇景区门票内。",保山
"腾冲柱状节理Tengchong Columnar Jointing","全天开放",4.1,4,"{'火山地热国家地质公园门票大小同价\n\n': ['¥35起']}",保山
"霁虹桥遗址Jihongqiao Relic Site","全年 全天开放",5,0.5,"10元",保山
"清平洞Qingpingdong","6:00 - 19:00",4.7,3,"免费",保山
"华侨城·秘境森林乐园","全年 10:00-18:00;全年 10:30-18:00",4.8,12,"{'华侨城·秘境森林乐园通票成人票\n\n': ['¥50起'], '华侨城·秘境森林乐园通票亲子票(1大1小)\n\n': ['¥75起'], '华侨城·秘境森林乐园年卡家庭票(2大2小)\n\n': ['¥340起']}",保山
"西九华山风景区Xijiuhua Mountain Scenic Area","8:00-18:00",4,12,"{'西九华山风景区留梦河谷门票成人票\n\n': ['¥28起'], '西九华山风景区花千谷花海门票成人票\n\n': ['¥58起'], '西九华山风景区茶山滑道票成人票\n\n': ['¥38起']}",信阳
"东坡书院Dongpo Academy","8:30-17:30",4.4,1,"{'东坡书院门票成人票\n\n': ['¥23起'], '海南儋州海上跳伞俱乐部【专业教练带跳/空中俯览海花岛】\n\n': ['¥1000起']}",儋州
"海南热带植物园Hainan Tropical Botanical Garden","8:00-16:30",4.2,2.5,"{'海南热带植物园门票成人票\n\n': ['¥25.9起'], '海南热带植物园门票儿童票\n\n': ['¥13起'], '海南热带植物园门票学生票\n\n': ['¥13起']}",儋州
"海花岛双子沙滩Twin Sands Beach, Huadao, South China Sea",,5,2.5,"景区免费进入，景区内游玩项目单独收费。",儋州
"儋州蓝洋樱花乐园","全年 08:00-18:00",4.2,2,"35元",儋州
"儋州市博物馆Danzhoushi Museum","9:00-17:00  (周一闭关）",4,2.5,"免费",儋州
"八一总场","全天",3,2,"免费",儋州
"石花水洞Shihua Water Tunnel","全年 09:00-17:00",4.5,1.5,"{'石花水洞门票成人票\n\n': ['¥60起'], '石花水洞门票学生票\n\n': ['¥35起'], '石花水洞门票老人票\n\n': ['¥35起']}",儋州
"慕士塔格峰Mushitage Peak","全年 全天开放",4.9,12,"{'喀什+塔县2日游（慕士塔格、石头城、喀拉库勒湖、盘龙古道）\n\n': ['¥1359起'], '梦幻帕米尔丨探秘南疆5天4晚私家团丨一单一团，盘龙古道+塔沙古道+帕米尔高原杏花村丨2-5人私家甄选\n\n': ['¥2999起']}",克孜勒苏柯尔克孜
"慕士塔格峰-喀拉库勒湖景区Karakul Lake","全年：10:00-20:00",4.7,2.5,"{'喀拉库勒湖门票成人票\n\n': ['¥44起'], '喀拉库勒湖门票优待票\n\n': ['¥22起'], '卡拉库里湖+白沙山一日游丨无购物·免费办边防证·可选小团丨\n\n': ['¥168起']}",克孜勒苏柯尔克孜
"怪柳林景区Guailiulin Scenic Area","10:00-19:30",4.5,12,"{'怪柳林景区门票成人票\n\n': ['¥38起'], '怪柳林景区门票学生票\n\n': ['¥20起'], '怪柳林景区门票老人票\n\n': ['¥20起']}",克孜勒苏柯尔克孜
"克州冰川公园Kezhou Glacier Park","5/1-10/31 10:00-19:00",4,3.5,"{'克州冰川公园门票成人票\n\n': ['¥44起'], '克州冰川公园门票＋区间车票成人票\n\n': ['¥50起'], '克州冰川公园门票＋区间车票优待票\n\n': ['¥28起']}",克孜勒苏柯尔克孜
"阿图什天门景区Atushi Tianmen Scenic Area","10:00-19:30，具体开放时间详见景区公示。",4.5,2.5,"{'阿图什天门景区门票成人票\n\n': ['¥43起'], '阿图什天门景区门票学生票\n\n': ['¥20起'], '阿图什天门景区门票老人票\n\n': ['¥20起']}",克孜勒苏柯尔克孜
"独山子大峡谷Dushanzida Canyon","1/1-3/31 11:00-18:00;4/1-12/31 10:00-19:30",4.4,2.5,"{'独山子大峡谷门票成人票\n\n': ['¥30起'], '独山子大峡谷门票老人票\n\n': ['¥15起'], '独山子大峡谷玻璃桥畅玩票大小同价\n\n': ['¥100起']}",克拉玛依
"世界魔鬼城Ghost City in Wuerhe","11/1-03/25 10:30-18:00;6/1-10/31 09:30-19:30",4.4,2.5,"{'乌尔禾魔鬼城门票+区间车门票成人票\n\n': ['¥61起'], '乌尔禾魔鬼城门票+区间车门票\n\n': ['¥10起'], '世界魔鬼城手机导览服务大小同价\n\n': ['¥9起']}",克拉玛依
"黑油山Heiyou Mountain","全年 10:00-19:30",4.1,0.35,"{'黑油山门票成人票\n\n': ['¥39起'], '克拉玛依黑油山电子导览服务大小同价\n\n': ['¥7起']}",克拉玛依
"乌尔禾影视城","早10:00到-----晚20:00",4.8,3.5,"60元",克拉玛依
"魔鬼夫妻","10-19:30，18:30停售景区门票、区间车票。",4,2.5,"包含于乌尔禾魔鬼城景区门票内，通用于乌尔禾魔鬼城景区门票。",克拉玛依
"狮身人面像Sphinx","10:00-19:30",4.4,2.5,"包含在魔鬼城景区内，通用魔鬼城景区门票。",克拉玛依
"万佛湖风景区Wanfo Lake","全年 08:00-17:00",4.3,21.6,"{'万佛湖风景区门票+游船票成人票\n\n': ['¥93.5起'], '万佛湖电子导览门票大小同价\n\n': ['¥0.1起'], '皖西大裂谷、万佛湖，大别山石窟，大别山风情谷一日游\n\n': ['¥118起']}",六安
"皖西大裂谷West Anhui Great Rift Valley","全年 08:00-17:00",4.4,12,"{'皖西大裂谷门票成人票\n\n': ['¥56起'], '皖西大裂谷门票优待票\n\n': ['¥29起'], '皖西大裂谷门票双人票\n\n': ['¥111起']}",六安
"大别山Dabie Mountains","全年 全天开放",4.7,3.5,"{'大别山主峰景区白马尖门票成人票\n\n': ['¥80起'], '大别山主峰景区白马尖门票优待票\n\n': ['¥40起'], '大别山主峰白马尖电子导览服务大小同价\n\n': ['¥6起']}",六安
"寿县古城Shouxian County (ancient city)","全天",4.6,3,"{'寿县一日游【古城墙+博物馆+报恩寺+珍珠泉】\n\n': ['¥198起']}",六安
"大别山主峰景区白马尖Baimajian in the Main Scenic Area of Dabie Mountain","7:00-17:00",4.2,4.5,"{'大别山主峰景区白马尖门票成人票\n\n': ['¥80起'], '大别山主峰景区白马尖门票优待票\n\n': ['¥40起'], '安徽大别山主峰手机导游(不含门票)手绘地图、讲解、路线门票大小同价\n\n': ['¥9起']}",六安
"珍珠泉The Pearl Spring","全年 8:00-18:00",4.2,1.5,"{'寿县一日游【古城墙+博物馆+报恩寺+珍珠泉】\n\n': ['¥198起']}",六安
"佛子岭水库Foziling Reservoir","8:00-16:00",4.1,1.5,"{'佛子岭水库往返船票大小同价\n\n': ['¥46起'], '佛子岭水库电子导览服务大小同价\n\n': ['¥9起']}",六安
"万佛山Mount Wanfo","全年 08:00-17:30",4.5,72,"{'万佛山门票成人票\n\n': ['¥60起'], '万佛山门票优待票\n\n': ['¥40起'], '万佛山电子导览票大小同价\n\n': ['¥9起']}",六安
"燕子河大峡谷Swallow River Grand Crayon","旺季（4月1日-10月31日）7:00-18:00；淡季（11月1日-次年3月31日）8:30-16:00。",4.5,12,"{'燕子河大峡谷门票成人票\n\n': ['¥45起'], '燕子河大峡谷门票优待票\n\n': ['¥26起'], '燕子河大峡谷手机智能导游讲解服务大小同价\n\n': ['¥5起']}",六安
"铜锣寨Tongluozhai","全年 07:00-17:00",4.6,12,"{'铜锣寨门票成人票\n\n': ['¥38起'], '铜锣寨门票优待票\n\n': ['¥20起'], '铜锣寨门票+滑道票成人票\n\n': ['¥72起']}",六安
"八公山国家森林公园","7:00-18:00",2.5,4,"票价,六安
 40元,六安
,六安
优惠政策,六安
 1. 儿童1.2米以下免票,六安
 2. 70岁以上老年人持老年证免票,六安
 3. 60岁以上老人持绿色老年证半票,六安
 4. 残疾人持残疾证半票,六安
 5. 其他（如军官，教师优惠等）学生持学生证、教师持教师资格证都是半票,六安
,六安
Tips,六安
 每年的农历3.14到3.16这3天不接受预定。,六安
",六安
"龙津溪地","11/1-3/15 08:00-18:00;3/16-10/31 08:00-18:30",3.2,1.25,"{'龙津溪地门票成人票\n\n': ['¥48起'], '龙津溪地电子导览服务大小同价\n\n': ['¥9起']}",六安
"文峰书院-霍山珍稀文化艺术馆Huoshan Rare Culture and Art Museum, Wenfeng Academy",,5,1.5,"88元",六安
"盘州西冲玉带旅游度假区","全年 09:00-18:00",3,108,"{'盘州西冲玉带旅游度假区卡丁车体验大小同价\n\n': ['¥39.9起']}",六盘水
"红二、红六军团盘县会议会址陈列馆Hong'er、Hongliujuntuan Panxian Huiyi Huizhi Exhibition Hall","全年 周二-周日 9:00-16:00",4,1.5,"免费",六盘水
"梅花山旅游景区Meihua Mountain Tourism Sceneic Area","9:00-17:00",4.4,12,"梅花山门票免费，索道128元。",六盘水
"白塔山公园Baitashan Park","全年 6:30-19:30",4.6,2.5,"{'白塔山公园手机导览服务大小同价\n\n': ['¥0.6起'], '【甘肃省博深度趣讲+美食】白塔山+中山桥纯玩一日游\n\n': ['¥268起'], '甘肃省博+大众巷+白塔山公园+黄河母亲像+黄河铁桥一日游\n\n': ['¥199起']}",兰州
"吐鲁沟国家森林公园Tulugou National Forest Park","8:00-18:00",4.3,5,"50元",兰州
"兰山公园Lanshan Park","全年 全天开放",4.6,2.5,"{'兰山公园手机导览服务大小同价\n\n': ['¥7起']}",兰州
"黄河索道Huanghe Ropeway","全年 09:00-18:00",4.5,1.5,"上行单次45元，下行单次30元；往返55元。",兰州
"鲁土司衙门Lutusi Yamen","9:00-18:00，17:30停止入场。",4.8,2.5,"收费",兰州
"河口古镇Hekou Ancient Town",,4.1,3.5,"{'兰州水墨丹霞+河口古镇1日游\n\n': ['¥88起'], '河口古镇、水墨丹霞、天斧沙宫纯玩1日游* 绚烂丹霞古镇印象 赠手套吉祥葫芦\n\n': ['¥125起']}",兰州
"黄河铁桥Yellow River Steel Bridge","全年 全天开放",4.6,1,"{'黄河铁桥人工讲解票大小同价\n\n': ['¥99起'], '【甘肃省博深度趣讲+美食】白塔山+中山桥纯玩一日游\n\n': ['¥268起'], '甘肃省博+大众巷+白塔山公园+黄河母亲像+黄河铁桥一日游\n\n': ['¥199起']}",兰州
"黄河母亲雕塑Yellow River Mother Sculpture","全年 全天开放",4.5,0.75,"{'【甘肃省博深度趣讲+美食】白塔山+中山桥纯玩一日游\n\n': ['¥268起'], '甘肃省博+大众巷+白塔山公园+黄河母亲像+黄河铁桥一日游\n\n': ['¥199起'], '<甘青全景丨青海湖+茶卡+莫高窟8日游>精品26人团+门票全含+骑行+0购物+网红三湖+提前定享A票\n\n': ['¥3499起']}",兰州
"兰州城隍庙Lanzhou City God Temple","全年 9:00-17:00",4.4,1.5,"{'城隍庙电子导览服务大小同价\n\n': ['¥5起']}",兰州
"兴隆山自然保护区Xinglongshan Natural Reserve","8:00-17:00",4.4,12,"{'兴隆山自然保护区门票成人票\n\n': ['¥40起'], '兴隆山自然保护区门票儿童票\n\n': ['¥20起'], '兴隆山自然保护区电子导览服务大小同价\n\n': ['¥8起']}",兰州
"两江源头","全天",2,0.5,"免费",兰州
"五泉山公园Wuquanshan Park","全年 8:00-20:00",4.6,2.5,"{'导览服务成人票\n\n': ['¥9起']}",兰州
"仁寿山公园Renshoushan Park","全年 全天开放",4.5,1,"{'仁寿山公园手机导览服务大小同价\n\n': ['¥3起']}",兰州
"雁滩公园Yantan Park (North Gate)","全年 08:00-21:00",4.5,1.5,"{'雁滩公园手机导览服务大小同价\n\n': ['¥7起']}",兰州
"八盘峡ba pan xia","全天",4.2,1,"免费",兰州
"青城镇Qingcheng Village","4/1-10/31 08:00-18:00;11/1-3/31 09:00-17:30",4.3,72,"{'青城古镇手机导览服务大小同价\n\n': ['¥9起']}",兰州
"水上清真寺","开放时间：平日8:00-17:00，周末9:00-11:00，周五不开放。",4,1.5,"免费",兰州
"石佛沟国家森林公园Lanzhou Shifo Valley National Forest Park","全年 8:00-18:00",4,3,"{'石佛沟电子导览服务大小同价\n\n': ['¥5起']}",兰州
"八路军兰州办事处纪念馆Memorial of Eighth Route Army Office","全年 周二-周日 9:00-16:30",4.7,1,"持本人有效证件免费参观",兰州
"兰州大学(天水南路校区)Lanzhou University (Tianshui South Road Campus)","全天开放；疫情期间禁止外来人员进入。",4.6,2.5,"免费",兰州
"至公堂Zhigong Court","全年 周三 09:00-11:30,15:00-16:00",4.5,1,"仅可在外部参观。",兰州
"中川小镇","全年 全天开放",4.7,12,"具体收费情况以景区现场公示为主。",兰州
"奥伦布坎景区Orenbukan Scenic Area","1/1-10/30 08:00-17:00",4.1,12,"120元",兴安盟
"阿尔山国家森林公园Arxan National Forest Park","全年 08:00-17:00",4.3,108,"{'阿尔山国家森林公园门票+观光车票成人票\n\n': ['¥234.5起'], '阿尔山国家森林公园手机智能讲解服务大小同价\n\n': ['¥0.5起'], '3+3净游草原·呼伦贝尔大草原阿尔山经典南北线深度3日游\n\n': ['¥1580起']}",兴安盟
"驼峰岭天池Tuofengling Tianchi","全年 7:00-18:00",4.6,1.5,"{'3+3净游草原·呼伦贝尔大草原阿尔山经典南北线深度3日游\n\n': ['¥1580起'], '纯玩草原南线/北线深度4日游\n\n': ['¥1980起'], '老司机带你越野车穿越呼伦贝尔大草原一日游\n\n': ['¥500起']}",兴安盟
"杜鹃湖Duju Lake","包含于阿尔山国家森林景区，景点开放时间详见景区现场公示。",4.6,1.5,"包含于阿尔山景区内，通用于阿尔山景区门票。",兴安盟
"石塘林Sitanglin Geological Site","全年 8:00-17:00",4.6,2.5,"{'3+3净游草原·呼伦贝尔大草原阿尔山经典南北线深度3日游\n\n': ['¥1580起'], '纯玩草原南线/北线深度4日游\n\n': ['¥1980起'], '老司机带你越野车穿越呼伦贝尔大草原一日游\n\n': ['¥500起']}",兴安盟
"三潭峡Santan Gorge","全年 8:00-17:00",4.4,2.5,"包含于阿尔山国家森林公园景区门票内，通用阿尔山国家森林公园景区门票。",兴安盟
"玫瑰峰Rose Peak","暂时停业，具体营业（开放）时间详见景区公示。约为每年4-11月，冬季会关闭。",4.2,2,"{'3+3净游草原·呼伦贝尔大草原阿尔山经典南北线深度3日游\n\n': ['¥1580起'], '神秘阿尔山·呼伦贝尔大草原·深度8日游\n\n': ['¥3580起']}",兴安盟
"龟背岩Tortoise Back Rock","8:00-17:00",4.2,1,"180元",兴安盟
"大峡谷","8:00-17:00",4,1,"包含在阿尔山森林公园景区门票内，旺季180元，淡季130元",兴安盟
"七仙湖草原Qixian Lake Grassland","全天开放",2.5,72,"{'3+3净游草原·呼伦贝尔大草原阿尔山经典南北线深度3日游\n\n': ['¥1580起'], '神秘阿尔山·呼伦贝尔大草原·深度8日游\n\n': ['¥3580起']}",兴安盟
"乌苏浪子湖","全天",4.5,1.5,"{'3+3净游草原·呼伦贝尔大草原阿尔山经典南北线深度3日游\n\n': ['¥1580起'], '老司机带你越野车穿越呼伦贝尔大草原一日游\n\n': ['¥500起']}",兴安盟
